TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay
20191227,TA001,4940.0,4900.0,4892.0,244750.0,4890.0,4972.0,4886.0,94948,467903744.0,205638.0,4896.0,4896.0,5146.0,4654.0,0.0,1.7976931348623157e+308,23:10:12,0,4938.0,13,4940.0,4,4928.0,20191226
20191227,TA001,4938.0,4900.0,4892.0,244750.0,4890.0,4972.0,4886.0,94952,467923456.0,205634.0,4896.0,4896.0,5146.0,4654.0,0.0,1.7976931348623157e+308,23:10:19,500,4938.0,11,4940.0,4,4928.0,20191226
