TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay
20191227,i2001,681.0,674.0,677.5,102338.0,679.5,684.5,675.0,27824,1890954000.0,88208.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:15,0,680.5,53,681.5,100,67961.25646923519,20191226
20191227,i2001,681.5,674.0,677.5,102338.0,679.5,684.5,675.0,27860,1893407400.0,88218.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:25,0,681.0,27,681.5,2,67961.50035893754,20191226
20191227,i2001,681.5,674.0,677.5,102338.0,679.5,684.5,675.0,27864,1893680000.0,88214.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:25,500,681.5,11,682.0,17,67961.52741889175,20191226
20191227,i2001,682.0,674.0,677.5,102338.0,679.5,684.5,675.0,27870,1894089200.0,88210.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:26,0,681.5,37,682.0,7,67961.5787585217,20191226
20191227,i2001,682.0,674.0,677.5,102338.0,679.5,684.5,675.0,27870,1894089200.0,88210.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:26,500,681.5,21,682.0,89,67961.5787585217,20191226
20191227,i2001,682.0,674.0,677.5,102338.0,679.5,684.5,675.0,27870,1894089200.0,88210.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:27,0,681.5,8,682.0,94,67961.5787585217,20191226
20191227,i2001,682.0,674.0,677.5,102338.0,679.5,684.5,675.0,27870,1894089200.0,88210.0,1.7976931348623157e+308,1.7976931348623157e+308,714.0,634.0,0.0,1.7976931348623157e+308,23:10:27,500,681.5,25,682.0,94,67961.5787585217,20191226
